Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
38225791,Two Can Keep a Secret,Karen M. McManus,"McManus, Karen M.",,1524714720,9781524714727,0,3.96,Delacorte Press,Hardcover,329,2019,2019,,08/01/2019,to-read,to-read (#134),to-read,,,,0,0
34723130,"Slayer (Slayer, #1)",Kiersten White,"White, Kiersten",,1534404953,9781534404953,0,3.72,Simon Pulse,Hardcover,404,2019,2019,,08/01/2019,to-read,to-read (#133),to-read,,,,0,0
43450241,The Radical Sabbatical: The Millennial Handbook to the Quarter Life Crisis,Emma  Rosen,"Rosen, Emma",,191138273X,9781911382737,0,3.97,John Catt,Paperback,314,2019,,,03/01/2019,to-read,to-read (#132),to-read,,,,0,0
16150830,"Never Fade (The Darkest Minds, #2)",Alexandra Bracken,"Bracken, Alexandra",,1423157516,9781423157519,4,4.22,Disney-Hyperion,Hardcover,507,2013,2013,,29/12/2018,,,read,,,,1,0
34564400,It Only Happens in the Movies,Holly Bourne,"Bourne, Holly",,1474921329,9781474921329,4,3.83,Usborne Publishing,Paperback,410,2017,2017,,23/12/2018,,,read,,,,1,0
305234,"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,"Marr, Melissa",,0061214655,9780061214653,0,3.69,HarperTeen,Hardcover,328,2007,2007,,13/12/2018,to-read,to-read (#131),to-read,,,,0,0
20759393,"Poison Princess (The Arcana Chronicles, #1)",Kresley Cole,"Cole, Kresley",,1481426664,9781481426664,0,4.12,Simon  Schuster Books for Young Readers,Paperback,369,2014,2012,,13/12/2018,to-read,to-read (#130),to-read,,,,0,0
34042261,Undercover Princess,Connie Glynn,"Glynn, Connie",,,,0,4.05,Penguin,Kindle Edition,441,2017,2017,,01/12/2018,to-read,to-read (#129),to-read,,,,0,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,0316556343,9780316556347,0,4.25,"Little, Brown and Company",Hardcover,393,2018,2018,,28/11/2018,to-read,to-read (#128),to-read,,,,0,0
28524058,"Before She Ignites (Fallen Isles, #1)",Jodi Meadows,"Meadows, Jodi",,,,0,3.7,Katherine Tegen Books,Kindle Edition,481,2017,2017,,12/11/2018,to-read,to-read (#127),to-read,,,,0,0
18243700,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,"Maas, Sarah J.",,,,4,4.32,Bloomsbury Childrens,ebook,448,2014,2014,,06/11/2018,,,read,,,,1,0
18635085,"The Luck Uglies (The Luck Uglies, #1)",Paul Durham,"Durham, Paul",,0062271504,9780062271501,0,4.05,HarperCollins,Hardcover,395,2014,2014,,23/10/2018,to-read,to-read (#126),to-read,,,,0,0
36222611,"Aru Shah and the End of Time (Pandava, #1)",Roshani Chokshi,"Chokshi, Roshani",,1368012353,9781368012355,0,4.1,Rick Riordan Presents,Hardcover,355,2018,2018,,08/10/2018,to-read,to-read (#125),to-read,,,,0,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,075640407X,9780756404079,0,4.52,Penguin Group DAW,Hardcover,662,2007,2007,,08/10/2018,to-read,to-read (#124),to-read,,,,0,0
32571395,"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,"McManus, Karen M.",,,,4,3.97,Delacorte Press,Kindle Edition,360,2017,2017,,27/08/2018,,,read,,,,1,0
37693552,"Evermore (Everless, #2)",Sara  Holland,"Holland, Sara",,0062653717,9780062653710,0,3.54,HarperTeen,ebook,368,2018,2018,,30/09/2018,to-read,to-read (#123),to-read,,,,0,0
32320661,"Everless (Everless, #1)",Sara  Holland,"Holland, Sara",,0062653652,9780062653659,4,3.8,HarperTeen ,Hardcover,362,2018,2018,,10/07/2018,,,read,,,,1,0
28374007,"Three Dark Crowns (Three Dark Crowns, #1)",Kendare Blake,"Blake, Kendare",,0062385437,9780062385437,0,3.81,Quill Tree Books,Hardcover,403,2016,2016,,29/09/2018,to-read,to-read (#122),to-read,,,,0,0
4842098,The Horse from Black Loch,Patricia Leitch,"Leitch, Patricia",,0006915736,9780006915737,4,4.33,Armada,Mass Market Paperback,158,1979,1963,,19/09/2018,,,read,,,,1,0
21805717,Only Ever Yours,Louise O'Neill,"O'Neill, Louise",,,,0,3.77,Quercus,Kindle Edition,400,2014,2014,,19/09/2018,,,read,,,,1,0
26368823,Just Friends,Dyan Sheldon,"Sheldon, Dyan",,1406349119,9781406349115,0,2.9,Walker,Paperback,288,2015,2015,,19/09/2018,,,read,,,,1,0
6618272,The Siren,Kiera Cass,"Cass, Kiera",,1440154236,9781440154232,0,3.71,iUniverse.com,Paperback,267,2009,2009,,19/09/2018,,,read,,,,1,0
16101041,Firecracker,David Iserson,"Iserson, David",,159514370X,9781595143709,0,3.6,Razorbill,Hardcover,336,2013,2013,,19/09/2018,,,read,,,,1,0
28385685,"Free the Darkness (King's Dark Tidings, #1)",Kel Kade,"Kade, Kel",,,,0,4.24,Kel Kade,Kindle Edition,483,2015,2015,,18/09/2018,to-read,to-read (#121),to-read,,,,0,0
36220335,"For a Muse of Fire (For a Muse of Fire, #1)",Heidi Heilig,"Heilig, Heidi",,0062380834,9780062380838,0,3.67,Greenwillow Books,ebook,512,2018,2018,,14/09/2018,to-read,to-read (#120),to-read,,,,0,0
12578077,"Obsidian (Lux, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,,,4,4.15,Entangled Teen,Paperback,335,2012,2011,,13/09/2018,,,read,,,,1,0
36574407,"Shadow Wings (Darkest Drae, #2)",Raye Wagner,"Wagner, Raye",Kelly St. Clare,,,0,4.24,,,,2018,2018,,06/09/2018,to-read,to-read (#119),to-read,,,,0,0
38467635,"Eve of Man (Eve of Man, #1)",Giovanna Fletcher,"Fletcher, Giovanna",Tom    Fletcher,0718186346,9780718186340,4,4.1,Michael Joseph,Hardcover,400,2018,2018,,06/09/2018,,,read,,,,2,0
17927395,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,,,4,4.63,Bloomsbury USA Childrens,Kindle Edition,626,2016,2016,,13/02/2018,,,read,,,,2,0
12432220,"The False Prince (Ascendance, #1)",Jennifer A. Nielsen,"Nielsen, Jennifer A.",,0545284139,9780545284134,0,4.22,"Scholastic, Inc.",Hardcover,342,2012,2012,,27/08/2018,to-read,to-read (#118),to-read,,,,0,0
32667458,"The Last Namsara (Iskari, #1)",Kristen Ciccarelli,"Ciccarelli, Kristen",,0062567985,9780062567987,0,4.08,HarperTeen,Hardcover,421,2017,2017,,27/08/2018,to-read,to-read (#117),to-read,,,,0,0
39982246,The Island,M.A. Bennett,"Bennett, M.A.",,1471407535,9781471407536,0,3.23,Hot Key Books,Paperback,304,2018,2018,,27/08/2018,to-read,to-read (#116),to-read,,,,0,0
248704,It's Kind of a Funny Story,Ned Vizzini,"Vizzini, Ned",,078685197X,9780786851973,0,4.09,Disney-Hyperion,Paperback,444,2007,2006,,27/08/2018,to-read,to-read (#115),to-read,,,,0,0
16143347,We Were Liars,E. Lockhart,"Lockhart, E.",,,,0,3.71,Delacorte Press,Kindle Edition,242,2014,2014,,27/08/2018,to-read,to-read (#114),to-read,,,,0,0
18460392,All the Bright Places,Jennifer Niven,"Niven, Jennifer",,0385755880,9780385755887,4,4.14,Knopf,Hardcover,378,2015,2015,,22/05/2017,,,read,,,,1,1
26842622,13 Minutes,Sarah Pinborough,"Pinborough, Sarah",,1473214033,9781473214033,0,3.8,Gollancz,Hardcover,406,2016,2016,,27/08/2018,to-read,to-read (#113),to-read,,,,0,0
71811,"Moon Called (Mercy Thompson, #1)",Patricia Briggs,"Briggs, Patricia",,0441013813,9780441013814,0,4.15,Ace,Mass Market Paperback,288,2006,2006,,23/08/2018,to-read,to-read (#112),to-read,,,,0,0
17347389,"The Dream Thieves (The Raven Cycle, #2)",Maggie Stiefvater,"Stiefvater, Maggie",,0545424941,9780545424943,4,4.23,Scholastic Press,Hardcover,439,2013,2013,,20/08/2018,,,read,,,,1,0
33574273,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,1250153271,9781250153272,0,3.99,Square Fish,Paperback,218,2017,1962,,26/07/2018,to-read,to-read (#111),to-read,,,,0,0
17978160,Open Road Summer,Emery Lord,"Lord, Emery",,0802736106,9780802736109,0,3.88,Walker Childrens,Hardcover,352,2014,2014,,26/07/2018,to-read,to-read (#110),to-read,,,,0,0
28919058,Autoboyography,Christina Lauren,"Lauren, Christina",,1481481681,9781481481687,0,4.16,Simon & Schuster Books for Young Readers,Hardcover,407,2017,2017,,22/07/2018,to-read,to-read (#109),to-read,,,,0,0
33666616,Order of Darkness Volumes I-III: Changeling; Stormbringers; Fools' Gold,Philippa Gregory,"Gregory, Philippa",,1534406557,9781534406551,0,3.89,Simon  Schuster Books for Young Readers,Paperback,1040,2017,,,22/07/2018,to-read,to-read (#108),to-read,,,,0,0
10576365,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,"Bracken, Alexandra",,1423157370,9781423157373,4,4.16,Disney Hyperion,Hardcover,488,2012,2012,,18/07/2018,,,read,,,,1,0
33590859,The World of Throne of Glass,Sarah J. Maas,"Maas, Sarah J.",,168119578X,9781681195780,0,4.47,Bloomsbury YA,Hardcover,420,,,,12/07/2018,to-read,to-read (#107),to-read,,,,0,0
28449207,"Strange the Dreamer (Strange the Dreamer, #1)",Laini Taylor,"Taylor, Laini",,0316341681,9780316341684,0,4.29,"Little, Brown Books for Young Readers",Hardcover,544,2017,2017,,12/07/2018,to-read,to-read (#106),to-read,,,,0,0
32505753,"Ash Princess (Ash Princess Trilogy, #1)",Laura Sebastian,"Sebastian, Laura",,1524767069,9781524767068,0,3.88,Delacorte Books for Young Readers,Hardcover,432,2018,2018,,11/07/2018,to-read,to-read (#105),to-read,,,,0,0
23253921,"Demon Road (Demon Road, #1)",Derek Landy,"Landy, Derek",,,,4,4.01,HarperCollins Children's Books,Hardcover,507,2015,2015,,11/07/2018,,,read,,,,1,0
213647,"The Warrior Heir (The Heir Chronicles, #1)",Cinda Williams Chima,"Chima, Cinda Williams",,0786839171,9780786839179,0,3.94,Hyperion Paperbacks,Paperback,426,2007,2006,,10/07/2018,to-read,to-read (#104),to-read,,,,0,0
3236307,"Graceling (Graceling Realm, #1)",Kristin Cashore,"Cashore, Kristin",,,9780152063962,0,4.07,Harcourt,Hardcover,471,2008,2008,,05/07/2018,to-read,to-read (#103),to-read,,,,0,0
35144326,"Bring Me Their Hearts (Bring Me Their Hearts, #1)",Sara Wolf,"Wolf, Sara",,,,4,4.04,Entangled: Teen,Hardcover,370,2018,2018,,19/06/2018,,,read,,,,1,0
13415755,The Girl in the Converse Shoes,Yaritza Garcia,"Garcia, Yaritza",,,,0,2.77,Yaritza Garcia Smashwords Edition,ebook,10,2012,2012,,04/07/2018,,,read,,,,1,0
31076583,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.1)",Sarah J. Maas,"Maas, Sarah J.",,168119631X,9781681196312,4,3.8,Bloomsbury YA,Hardcover,229,2018,2018,,13/02/2018,,,read,,,,2,0
28223686,"Ash (Hive Trilogy, #1)",Jaymin Eve,"Eve, Jaymin",Leia Stone,,,0,4.07,,Kindle Edition,306,2015,2015,,29/06/2018,to-read,to-read (#102),to-read,,,,0,0
30145666,"The Dark Prophecy (The Trials of Apollo, #2)",Rick Riordan,"Riordan, Rick",John Rocco,1484746422,9781484746424,4,4.17,Disney-Hyperion,Hardcover,414,2017,2017,28/06/2018,27/05/2017,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,,,0,4.13,Anchor Books,Paperback,314,1998,1985,,26/06/2018,to-read,to-read (#101),to-read,,,,0,0
7488244,"Unearthly (Unearthly, #1)",Cynthia Hand,"Hand, Cynthia",,0061996165,9780061996160,0,4.02,HarperTeen,Hardcover,435,2011,2011,,26/06/2018,to-read,to-read (#100),to-read,,,,0,0
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,,9780385534635,0,4.03,Doubleday,Hardcover,387,2011,2011,,21/06/2018,to-read,to-read (#99),to-read,,,,0,0
36376514,Midnight Blue,L.J. Shen,"Shen, L.J.",,0996135693,9780996135696,0,4.14,,Paperback,370,2018,2018,,19/06/2018,to-read,to-read (#98),to-read,,,,0,0
32768522,"Carry On (Simon Snow, #1)",Rainbow Rowell,"Rowell, Rainbow",,1250135028,9781250135025,4,4.19,Wednesday Books,Paperback,522,2017,2015,,17/06/2018,,,read,,,,1,0
25321022,"Miss Mabel's School for Girls (The Network, #1)",Katie Cross,"Cross, Katie",,,,0,3.95,Amazon Digital Services,Kindle Edition,316,2015,2014,,14/06/2018,to-read,to-read (#97),to-read,,,,0,0
18143898,"Conquest (The Chronicles of the Invaders, #1)",John Connolly,"Connolly, John",Jennifer Ridyard,1476757127,9781476757124,0,3.68,Atria/Emily Bestler Books,Hardcover,433,2014,2013,,10/06/2018,,,read,,,,1,0
20821111,"The Young Elites (The Young Elites, #1)",Marie Lu,"Lu, Marie",,0399167838,9780399167836,0,3.88,G.P. Putnam’s Sons Books for Young Readers,Hardcover,355,2014,2014,,10/06/2018,to-read,to-read (#96),to-read,,,,0,0
13533650,"The Assassin's Curse (The Assassin's Curse, #1)",Cassandra Rose Clarke,"Clarke, Cassandra Rose",,1908844019,9781908844019,0,3.68,Strange Chemistry,Paperback,298,2012,2012,,31/05/2018,to-read,to-read (#95),to-read,,,,0,0
9637479,"Dragon Bound (Elder Races, #1)",Thea Harrison,"Harrison, Thea",,0425241505,9780425241509,3,4.08,Berkley Sensation,Mass Market Paperback,312,2011,2011,,24/05/2018,,,read,,,,1,0
8069828,"The Crimson Crown (Seven Realms, #4)",Cinda Williams Chima,"Chima, Cinda Williams",,1423144333,9781423144335,4,4.47,Hyperion Book CH,Hardcover,598,2012,2012,,29/05/2018,,,read,,,,1,0
36431876,"Blood Oath (Darkest Drae, #1)",Raye Wagner,"Wagner, Raye",Kelly St. Clare,,,0,4.06,Independently Published,Kindle Edition,322,2017,2017,,29/05/2018,to-read,to-read (#94),to-read,,,,0,0
9409469,"The Gray Wolf Throne (Seven Realms, #3)",Cinda Williams Chima,"Chima, Cinda Williams",,,,4,4.38,Hyperion Book CH,Hardcover,517,2011,2011,,27/05/2018,,,read,,,,1,0
16070143,"Teardrop (Teardrop, #1)",Lauren Kate,"Kate, Lauren",,0375990690,9780375990694,4,3.57,Delacorte Books for Young Readers,Hardcover,441,2013,2013,,02/05/2018,,,read,,,,1,0
7801229,"The Exiled Queen (Seven Realms, #2)",Cinda Williams Chima,"Chima, Cinda Williams",,1423118243,9781423118244,4,4.33,Hyperion Books,Hardcover,586,2010,2010,,26/05/2018,,,read,,,,1,0
31687423,"The Battlemage (Summoner, #3)",Taran Matharu,"Matharu, Taran",,,,4,4.31,Feiwel & Friends,Kindle Edition,352,2017,2017,,09/03/2018,,,read,,,,1,0
6342491,"The Demon King (Seven Realms, #1)",Cinda Williams Chima,"Chima, Cinda Williams",,1423118235,9781423118237,4,4.16,Hyperion Books,Hardcover,506,2009,2009,,16/05/2018,,,read,,,,1,0
959307,"Blue Noon (Midnighters, #3)",Scott Westerfeld,"Westerfeld, Scott",,1904233848,9781904233848,0,3.86,Atom,Paperback,344,2006,2006,,23/05/2018,to-read,to-read (#93),to-read,,,,0,0
6416052,"Secret Vampire, Daughters of Darkness, and Enchantress (Night World, #1-3)",L.J. Smith,"Smith, L.J.",,0340996625,9780340996621,0,4.06,Hodder Children's Books,Paperback,593,2009,2008,,23/05/2018,to-read,to-read (#92),to-read,,,,0,0
24766,"The Secret Hour (Midnighters, #1)",Scott Westerfeld,"Westerfeld, Scott",,,9780060519537,0,3.81,HarperTeen,Paperback,297,2008,2004,,23/05/2018,to-read,to-read (#91),to-read,,,,0,0
7719245,"Paranormalcy (Paranormalcy, #1)",Kiersten White,"White, Kiersten",,0061985848,9780061985843,0,3.88,HarperTeen,Hardcover,335,2010,2010,,23/05/2018,to-read,to-read (#90),to-read,,,,0,0
33032770,"Nexus Uprising (Mass Effect: Andromeda, #1)",Jason M. Hough,"Hough, Jason M.",K.C. Alexander,1785651560,9781785651564,0,3.47,Titan Books,Paperback,475,2017,2017,,20/05/2018,to-read,to-read (#89),to-read,,,,0,0
20319514,Out of Tune,Beth Reekles,"Reekles, Beth",,,,0,3.7,"Corgi, Random House Children's Publishers UK",Paperback,,2014,2014,,18/05/2018,to-read,to-read (#88),to-read,,,,0,0
17614644,Rolling Dice,Beth Reekles,"Reekles, Beth",,1448172837,9781448172832,0,3.6,RHCP Digital,ebook,416,2013,2013,,18/05/2018,to-read,to-read (#87),to-read,,,,0,0
13410943,"The Kissing Booth (The Kissing Booth, #1)",Beth Reekles,"Reekles, Beth",,,,0,3.49,RHCP Digital ,Kindle Edition,448,2012,2012,,18/05/2018,to-read,to-read (#86),to-read,,,,0,0
29622131,"The Glass Spare (The Glass Spare, #1)",Lauren DeStefano,"DeStefano, Lauren",,0062491288,9780062491282,0,3.77,Balzer + Bray,Hardcover,402,2017,2017,,17/05/2018,to-read,to-read (#85),to-read,,,,0,0
20808365,"OMG! I'm in Love with a Geek! (Hattie Moore, #2)",Rae Earl,"Earl, Rae",,,9781406340020,0,3.92,Walker,Paperback,272,2014,2014,,17/05/2018,to-read,to-read (#84),to-read,,,,0,0
16281720,"OMG! Is This Actually My Life? (Hattie Moore, #1)",Rae Earl,"Earl, Rae",,1406340014,9781406340013,0,4.01,Walker Books,Paperback,336,2013,2013,,16/05/2018,,,read,,,,1,0
29478908,No Filter,Orlagh Collins,"Collins, Orlagh",,,9781408884515,0,3.37,Bloomsbury,Paperback,355,2017,2018,,16/05/2018,to-read,to-read (#83),to-read,,,,0,0
32598049,"Clayton (Wildflower, #1)",Rachelle Mills,"Mills, Rachelle",,,,0,4.03,Wattpad,ebook,,2016,2016,,09/05/2018,to-read,to-read (#82),to-read,,,,0,0
28435911,Grey's Tribute (Tribute Series#1),Rachelle Mills,"Mills, Rachelle",,,,0,4.29,Wattpad,ebook,,,,,09/05/2018,to-read,to-read (#81),to-read,,,,0,0
34351047,"Chasing Red (Chasing Red, #1)",Isabelle Ronin,"Ronin, Isabelle",,1492658456,9781492658450,0,3.89,Sourcebooks Casablanca,Paperback,396,2017,2017,,09/05/2018,to-read,to-read (#80),to-read,,,,0,0
1051620,"The Innocent Mage (Kingmaker, Kingbreaker, #1)",Karen Miller,"Miller, Karen",,1841496049,9781841496047,0,3.67,Orbit,Mass Market Paperback,613,2007,2005,,09/05/2018,to-read,to-read (#79),to-read,,,,0,0
13569581,"Blood Song (Raven's Shadow, #1)",Anthony Ryan,"Ryan, Anthony",,,,0,4.42,Anthony  Ryan,Kindle Edition,591,2012,2011,,09/05/2018,to-read,to-read (#78),to-read,,,,0,0
9848566,"The Dragon's Tooth (Ashtown Burials, #1)",N.D. Wilson,"Wilson, N.D.",,0375864393,9780375864391,4,4.06,Random House Books for Young Readers,Hardcover,485,2011,2011,06/05/2018,05/05/2018,,,read,,,,1,0
13454149,"Barely Breathing (Breathing, #2)",Rebecca    Donovan,"Donovan, Rebecca",,1452440026,9781452440026,0,4.31,Smashwords,ebook,385,2012,2012,,19/04/2018,,,read,,,,1,0
11561469,"Reason to Breathe (Breathing, #1)",Rebecca    Donovan,"Donovan, Rebecca",,,,4,4.21,,Kindle Edition,377,2011,2011,19/04/2018,26/03/2018,,,read,,,,1,0
17399160,"Snow Like Ashes (Snow Like Ashes, #1)",Sara Raasch,"Raasch, Sara",,0062286927,9780062286925,0,3.89,Balzer + Bray,Hardcover,422,2014,2014,,15/04/2018,to-read,to-read (#77),to-read,,,,0,0
25422809,"The Never Hero (Chronicles of Jonathan Tibbs, #1)",T. Ellery Hodges,"Hodges, T. Ellery",,,,0,4.05,Foggy Night Publishing,Kindle Edition,429,2015,2014,,11/04/2018,to-read,to-read (#76),to-read,,,,0,0
77390,"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,"Montgomery, L.M.",,0553213148,9780553213140,0,4.22,Bantam Books,Mass Market Paperback,276,1992,1909,,15/03/2018,to-read,to-read (#75),to-read,,,,0,0
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",,0451528824,9780451528827,4,4.3,Signet Book,Paperback,320,2003,1908,,09/03/2018,,,read,,,,1,0
17332556,"The Burning Sky (The Elemental Trilogy, #1)",Sherry Thomas,"Thomas, Sherry",,,,0,3.91,Balzer + Bray ,Hardcover,449,2013,2013,,09/03/2018,to-read,to-read (#74),to-read,,,,0,0
25905342,The Storm Sister (The Seven Sisters #2),Lucinda Riley,"Riley, Lucinda",,,,4,4.24,Atria Books,Kindle Edition,513,2016,2015,,22/05/2017,,,read,,,,1,0
24157098,Bound by Blood and Sand (Bound by Blood and Sand #1),Becky Allen,"Allen, Becky",,,,0,3.56,Delacorte Press,Kindle Edition,304,2016,2016,,23/02/2018,to-read,to-read (#73),to-read,,,,0,0
2547,The Prophet,Kahlil Gibran,"Gibran, Kahlil",,000100039X,9780001000391,0,4.23,Rupa & Co,Paperback,127,2010,1923,,20/02/2018,to-read,to-read (#72),to-read,,,,0,0
9532,"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,"Card, Orson Scott",,0765342405,9780765342409,0,4.31,Starscape,Paperback,469,2002,1999,,20/02/2018,to-read,to-read (#71),to-read,,,,0,0
35082746,"Fantasy of Frost (The Tainted Accords, #1)",Kelly St. Clare,"Clare, Kelly St.",,0648042405,9780648042402,0,4.2,Kelly St. Clare,Hardcover,264,2017,2015,,20/02/2018,to-read,to-read (#70),to-read,,,,0,0
29220723,"Confessions of a High School Disaster (Chloe Snow's Diary, #1)",Emma Chastain,"Chastain, Emma",,,,3,3.51, Simon Pulse,,352,2017,2017,,17/02/2018,,,read,,,,1,0
12396396,Arthur Quinn and the World Serpent,Alan Early,"Early, Alan",,1856358275,9781856358279,0,3.91,Mercier Press,Paperback,320,2012,2011,,16/02/2018,to-read,to-read (#69),to-read,,,,0,0
32704519,The Lake Effect,Erin McCahan,"McCahan, Erin",,0803740522,9780803740525,3,3.77,Dial Books,Hardcover,391,2017,2017,,16/02/2018,,,read,,,,1,0
25223919,"The Legacy Human (Singularity, #1)",Susan Kaye Quinn,"Quinn, Susan Kaye",,,,0,3.92,Createspace Independent Publishing Platform,Paperback,412,2015,2014,,05/01/2018,"read-blurb, to-read","read-blurb (#1), to-read (#68)",to-read,,,,0,0
34888525,"Non-Heir (The Black Mage, #0.5)",Rachel E. Carter,"Carter, Rachel E.",,,,0,4.08,,Audible Audio,,2017,2017,,05/01/2018,to-read,to-read (#67),to-read,,,,0,0
24418975,"Fortune Cookie (The Chocolate Box Girls, #6)",Cathy Cassidy,"Cassidy, Cathy",,,,4,3.97,Puffin,Kindle Edition,288,2015,2015,,04/01/2018,,,read,,,,1,0
21054834,"Sweet Honey (Chocolate Box Girls, #5)",Cathy Cassidy,"Cassidy, Cathy",,0141341564,9780141341569,0,4.2,Puffin,Hardcover,304,2014,2014,,04/01/2018,,,read,,,,1,0
17853139,"Coco Caramel (Chocolate Box Girls, #4)",Cathy Cassidy,"Cassidy, Cathy",,0141341580,9780141341583,0,3.93,Penguin,Paperback,304,2013,2013,,04/01/2018,,,read,,,,1,0
13246148,"Summer's Dream (The Chocolate Box Girls, #3)",Cathy Cassidy,"Cassidy, Cathy",,0141341610,9780141341613,0,4.08,Penguin,Paperback,288,2012,2012,,04/01/2018,,,read,,,,1,0
11389119,"Marshmallow Skye (The Chocolate Box Girls, #2)",Cathy Cassidy,"Cassidy, Cathy",,0141384808,9780141384801,0,4.08,Puffin Books,Hardcover,304,2011,2011,,04/01/2018,,,read,,,,1,0
8772077,"Cherry Crush (The Chocolate Box Girls, #1)",Cathy Cassidy,"Cassidy, Cathy",,0141384794,9780141384795,0,3.98,Puffin,Hardcover,272,2010,2010,,04/01/2018,,,read,,,,1,0
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,1619634449,9781619634442,4,4.2,Bloomsbury USA Childrens,Hardcover,432,2015,2015,03/01/2018,22/05/2017,,,read,,,,2,0
5907,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin",,,0,4.28,Houghton Mifflin,Paperback,366,2002,1937,,03/01/2018,to-read,to-read (#66),to-read,,,,0,0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,0765326353,9780765326355,0,4.65,Tor Books,Hardcover,1007,2010,2010,,03/01/2018,to-read,to-read (#65),to-read,,,,0,0
33574161,Beasts of Extraordinary Circumstance,Ruth Emmie Lang,"Lang, Ruth Emmie",,1250112044,9781250112040,0,4.19,St. Martin's Press,Hardcover,346,2017,2017,,01/01/2018,to-read,to-read (#64),to-read,,,,0,0
24323043,All My Secrets,Sophie McKenzie,"McKenzie, Sophie",,1471122212,,4,3.66,Simon and Schuster,Paperback,368,2015,2015,,10/12/2017,,,read,,,,1,1
34526361,In Another World With My Smartphone: Volume 1,Patora Fuyuhara,"Fuyuhara, Patora","Eiji Usatsuka, Andrew  Hodgson, DxS",,,0,4.18,J-Novel Club ,Kindle Edition,222,2017,2015,,10/12/2017,to-read,to-read (#63),to-read,,,,0,0
33395397,Grimgar of Fantasy and Ash: Volume 1,Ao Jyumonji,"Jyumonji, Ao","Eiri Shirai, Sean McCann",,,0,4.19,J-Novel Club,Kindle Edition,268,2016,2013,,10/12/2017,to-read,to-read (#62),to-read,,,,0,0
294442,Journey to the River Sea,Kevin Hawkes,"Hawkes, Kevin",Eva Ibbotson,0142501840,9780142501849,0,4.2,Puffin Books,Paperback,304,2003,2001,,05/12/2017,,,read,,,,1,0
10388718,One Dog and His Boy,Eva Ibbotson,"Ibbotson, Eva",Sharon Rentta,1407124234,9781407124230,4,4.09,Marion Lloyd,Hardcover,271,2011,2011,,05/12/2017,,,read,,,,1,0
28194,"Inkheart (Inkworld, #1)",Anthea Bell,"Bell, Anthea",Cornelia Funke,0439709105,9780439709101,4,3.91,Scholastic Paperbacks,Paperback,563,2005,2003,02/12/2017,28/11/2017,,,read,,,,1,0
28006120,"The Ship of the Dead (Magnus Chase and the Gods of Asgard, #3)",Rick Riordan,"Riordan, Rick",,1423160932,9781423160939,0,4.39,Disney-Hyperion Books,Hardcover,410,2017,2017,,09/08/2017,currently-reading,currently-reading (#13),currently-reading,,,,1,0
26082351,"Monster (Monster, #1)",Michael  Grant,"Grant, Michael",,0062467840,9780062467843,0,3.8,Katherine Tegen Books,Hardcover,420,2017,2017,,09/08/2017,currently-reading,currently-reading (#12),currently-reading,,,,1,0
11408650,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,"Hodkin, Michelle",,,,0,4.03,Simon & Schuster Books for Young Readers,Kindle Edition,456,2011,2011,,29/11/2017,to-read,to-read (#61),to-read,,,,0,0
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,,9780765311788,0,4.47,Tor Books,Hardcover,541,2006,2006,,29/11/2017,to-read,to-read (#60),to-read,,,,0,0
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska",0618346252,9780618346257,0,4.38,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,28/11/2017,to-read,to-read (#59),to-read,,,,0,0
