Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,read_dates,genres,n_ratings
3227063,"The Way of Shadows (Night Angel, #1)",Brent Weeks,"Weeks, Brent",,0316033677,9780316033671,0,4.15,Orbit,Mass Market Paperback,645,2008,2008,,09/12/2021,to-read,to-read (#249),to-read,,,,0,0,,Fantasy|8103;Fiction|714;Epic Fantasy|345;Series|331;Magic|307;High Fantasy|306;Assassins|245;Adventure|206;Brent Weeks|188;Adult|182;Sci Fi Fantasy|167;Dark Fantasy|161;Wishlist|158;Young Adult|139;Night Angel|133;Owned Books|131;Fantasy Sci Fi|124;Audiobooks|117;Assassin|115;Audible|95,161435
57726072,'90s Kids,Savy Leiser,"Leiser, Savy",,,,0,4.39,"Muse Media, LLC",,296,2021,,,06/12/2021,to-read,to-read (#248),to-read,,,,0,0,,,41
36341204,"What If It's Us (What If It's Us, #1)",Becky Albertalli,"Albertalli, Becky",Adam Silvera,0062795252,9780062795250,4,3.85,HarperTeen,Hardcover,437,2018,2018,,06/12/2021,,,read,,,,1,0,"2021-12-05,2021-12-06",Romance|2819;Young Adult|2545;Lgbtq|2445;Lgbt|1912;Contemporary|1759;Ya|1658;Lgbtqia|901;Queer|897;Fiction|807;Audiobooks|481;Physical Tbr|447;Read In 2019|320;Gay|311;Read In 2018|268;Wishlist|257;Realistic Fiction|220;2018 Releases|215;Mlm|200;Ya Contemporary|196;Owned Books|194,131929
35297272,Emergency Contact,Mary H.K. Choi,"Choi, Mary H.K.",,1534408967,9781534408968,0,3.66,Simon & Schuster Books for Young Readers,Hardcover,394,2018,2018,,01/12/2021,to-read,to-read (#247),to-read,,,,0,0,,Romance|1443;Young Adult|1221;Contemporary|1086;Ya|887;Fiction|418;Physical Tbr|317;Read In 2018|182;New Adult|167;Ya Contemporary|154;Realistic Fiction|151;Audiobooks|133;Wishlist|126;2018 Releases|124;Owned Books|109;Read In 2019|99;2018 Reads|87;Ya Romance|83;Read 2018|81;College|81;On My Shelf|80,40218
51997051,Permanent Record,Mary H.K. Choi,"Choi, Mary H.K.",,1432877437,9781432877439,0,3.42,Thorndike Striving Reader,Hardcover,,2020,2019,,01/12/2021,to-read,to-read (#246),to-read,,,,0,0,,Romance|431;Young Adult|375;Contemporary|372;Ya|283;Physical Tbr|162;Fiction|147;2019 Releases|99;New Adult|94;Owned Tbr|55;Wishlist|53;Read In 2020|50;Ya Contemporary|49;Read In 2019|46;Owned Books|44;Audiobooks|43;2020 Reads|40;Realistic Fiction|37;2019 Reads|36;Arc|36;Audio|35,9732
48691825,"Skin of the Sea (Skin of the Sea, #1)",Natasha Bowen,"Bowen, Natasha",,,,0,3.83,Random House Books for Young Readers,Kindle Edition,336,2021,2021,,30/11/2021,to-read,to-read (#245),to-read,,,,0,0,,Fantasy|1158;Young Adult|440;Ya|306;Physical Tbr|302;Mythology|215;2021 Releases|211;Owlcrate|189;Retellings|161;Fiction|158;Mermaids|153;Ya Fantasy|125;Romance|103;Owned Tbr|94;Series|92;Wishlist|73;Retelling|70;Historical Fiction|64;Read In 2022|57;Black Authors|54;Audiobooks|49,9145
52888729,"Incendiary (Hollow Crown, #1)",Zoraida CÃ³rdova,"CÃ³rdova, Zoraida",,1368023800,9781368023801,0,3.9,Disney-Hyperion,Hardcover,450,2020,2020,,28/11/2021,to-read,to-read (#244),to-read,,,,0,0,,Fantasy|1301;Young Adult|428;Owlcrate|282;Ya|280;2020 Releases|240;Physical Tbr|224;Ya Fantasy|187;Series|152;Fairyloot|145;Romance|122;Fiction|119;Owned Tbr|108;Magic|92;Owned Books|72;Wishlist|71;Historical Fiction|68;High Fantasy|66;Signed|53;Owlcrate Books|49;Tbr Fantasy|48,7522
50520939,"The Atlas Six (The Atlas, #1)",Olivie Blake,"Blake, Olivie",,,,0,3.72,,Kindle Edition,556,2020,2020,,20/11/2021,to-read,to-read (#243),to-read,,,,0,0,,Fantasy|7298;Physical Tbr|4010;Dark Academia|2487;Fiction|1077;Wishlist|670;Series|627;Adult|607;Lgbtq|573;Mystery|497;Read In 2022|477;Magic|451;2022 Reads|445;Owned Tbr|437;Lgbt|421;Want To Buy|389;2023 Tbr|386;Young Adult|326;Read 2022|323;Owned Books|313;Queer|308,122166
58354228,"Nightshade (Nightshade Duology, #1)",Keri Lake,"Lake, Keri",,,,0,4.19,,Paperback,676,2021,2021,,10/11/2021,to-read,to-read (#242),to-read,,,,0,0,,Fantasy|193;Romance|120;Paranormal|104;Dark Romance|91;Dark|81;Kindle Unlimited|77;Gothic|60;Paranormal Romance|45;Fantasy Romance|38;Angels|33;Ku|31;Adult|25;Demons|23;Fiction|20;Gothic Romance|20;Spicy|18;2022 Reads|17;Series|17;Pnr|16;Dark Fantasy|14,4099
50531218,"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,0241480744,9780241480748,4,4.26,Penguin,Hardcover,380,2021,2021,,09/11/2021,,,read,,,,1,0,"2021-11-07,2021-11-09",Mystery|2537;Young Adult|1796;Physical Tbr|1575;Ya|1137;Romance|821;Fiction|628;Series|611;Contemporary|577;2022 Reads|573;Mystery Thriller|515;Read In 2022|462;Thriller|343;Read 2022|337;Fantasy|300;Audiobooks|278;Wishlist|262;Want To Buy|247;2021 Releases|242;2022 Books|233;5 Stars|230,221873
52439531,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,1368052401,9781368052405,4,4.22,"Little, Brown Books for Young Readers",Hardcover,376,2020,2020,,07/11/2021,,,read,,,,1,0,"2021-11-07,2021-11-07",Mystery|5335;Young Adult|3722;Physical Tbr|3097;Ya|2539;Fiction|1464;Romance|1440;Contemporary|1340;Fantasy|1198;Series|1141;Mystery Thriller|1121;Thriller|982;2022 Reads|776;Wishlist|727;Read In 2022|630;2021 Reads|506;Want To Buy|494;Audiobooks|492;Read In 2021|469;Read 2022|452;Favs|419,397375
57815815,Tahira in Bloom,Farah Heron,"Heron, Farah",,,,4,3.85,Skyscape ,Kindle Edition,318,2021,2021,,02/11/2021,,,read,,,,1,0,"2021-11-02,2021-11-05",Romance|101;Young Adult|81;Contemporary|61;Ya|54;2021 Releases|46;Fiction|27;Kindle Tbr|24;Ya Contemporary|16;Amazon First Reads|14;Wishlist|14;Kindle Unlimited|13;Kindle Books|13;Contemporary Romance|12;Ebooks|10;Ya Romance|10,1456
55920774,You Can Go Your Own Way,Eric  Smith,"Smith, Eric",,1335405682,9781335405685,0,3.45,Inkyard Press,Hardcover,336,2021,2021,,02/11/2021,to-read,to-read (#241),to-read,,,,0,0,,Romance|160;Contemporary|116;Young Adult|114;2021 Releases|71;Ya|69;Fiction|29;Ya Contemporary|21;Ya Romance|18;Arcs|17;Arc|16;Contemporary Romance|15;Realistic Fiction|14;2021 Reads|13;Wishlist|13;Family|12;Read In 2022|11;Audiobooks|10;Physical Tbr|10;Enemies To Lovers|10;Romance Tbr|10,1215
52772417,"Kingdom of the Cursed (Kingdom of the Wicked, #2)",Kerri Maniscalco,"Maniscalco, Kerri",,1529350506,9781529350500,4,4.2,Hodder & Stoughton,Hardcover,437,2021,2021,,02/11/2021,,,read,,,,1,0,"2021-10-29,2021-11-02",Fantasy|3012;Romance|926;Physical Tbr|815;Enemies To Lovers|449;Young Adult|369;New Adult|354;Series|305;Fantasy Romance|278;2022 Reads|256;Witches|249;Paranormal|244;2021 Releases|242;Ya|214;Read In 2022|207;Magic|196;2021 Reads|187;Wishlist|179;Fiction|172;Ya Fantasy|170;Read 2022|166,105034
51213487,If I Never Met You,Mhairi McFarlane,"McFarlane, Mhairi",,006295850X,9780062958501,4,3.83,William Morrow Paperbacks,Paperback,432,2020,2020,,16/10/2021,,,read,,,,1,0,"2021-10-10,2021-10-17",Romance|2507;Contemporary|691;Fiction|431;Chick Lit|381;Contemporary Romance|360;Adult|277;Audiobooks|217;Fake Dating|212;Read In 2020|191;2020 Releases|172;Fake Relationship|138;Rom Com|123;Read 2020|122;Physical Tbr|117;2020 Reads|104;Audio|95;2021 Reads|85;Read In 2021|82;Wishlist|75;Adult Fiction|72,56895
27396059,Love Song,Sophia Bennett,"Bennett, Sophia",,1910002720,9781910002728,0,4.1,Chicken House Books,Paperback,384,2016,2016,,10/10/2021,to-read,to-read (#240),to-read,,,,0,0,,Romance|35;Young Adult|33;Contemporary|26;Ya|22;Music|17,1245
41910151,The Last Smile in Sunder City (The Fetch Phillips Archives #1),Luke Arnold,"Arnold, Luke",,0356512886,9780356512884,0,3.73,Orbit,Paperback,352,2020,2020,,08/10/2021,to-read,to-read (#239),to-read,,,,0,0,,Fantasy|527;Urban Fantasy|166;Mystery|137;Fiction|73;Series|43;Adult|39;Crime|37;Audiobooks|31;Noir|29;2020 Releases|29;Audible|28;Magic|28;Audio|26;Paranormal|25;Wishlist|25;Vampires|19;Physical Tbr|17;Arc|16;Read In 2021|15;Thriller|14,4859
44012880,"Fable (Fable, #1)",Adrienne Young,"Young, Adrienne",,,,4,4.06,Wednesday Books,Hardcover,357,2020,2020,,01/10/2020,read-blurb,read-blurb (#4),read,,,,1,0,"2021-10-03,2021-10-05",Fantasy|3807;Young Adult|1522;Ya|1032;Physical Tbr|724;Romance|696;Pirates|551;Ya Fantasy|442;Series|434;Fiction|380;Adventure|337;Wishlist|312;2020 Releases|291;Audiobooks|220;Read In 2021|211;2021 Reads|193;Fairyloot|157;Owned Tbr|139;Owned Books|137;Fantasy Tbr|133;Want To Buy|133,72143
55987278,"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,"Garber, Stephanie",,1250268397,9781250268396,0,4.15,Flatiron Books,Hardcover,416,2021,2021,,29/09/2021,to-read,to-read (#238),to-read,,,,0,0,,Fantasy|4450;Physical Tbr|1627;Romance|1370;Young Adult|1151;Ya|734;Ya Fantasy|408;Series|394;Wishlist|358;Fiction|343;2021 Releases|336;Magic|305;2022 Reads|279;Fantasy Romance|244;Fairyloot|236;Read In 2022|218;Owned Books|218;Want To Buy|214;Owned Tbr|211;2023 Tbr|188;Enemies To Lovers|184,90587
25883848,The Hating Game,Sally  Thorne,"Thorne, Sally",,,,4,3.95,William Morrow Paperbacks,ebook,387,2016,2016,,22/08/2020,,,read,,,,1,0,"2021-09-25,2021-09-26",Romance|14301;Contemporary|3871;Enemies To Lovers|3186;Contemporary Romance|1928;Fiction|1888;Chick Lit|1588;Adult|1466;Physical Tbr|1433;Audiobooks|907;2021 Reads|702;Rom Com|685;5 Stars|656;New Adult|651;2022 Reads|629;Read In 2021|601;Wishlist|502;Office Romance|501;Read In 2022|486;Funny|481;Slow Burn|416,601152
43249420,As If on Cue,Marisa Kanter,"Kanter, Marisa",,,,4,3.63,Simon & Schuster Books for Young Readers,Kindle Edition,352,2021,2021,,21/09/2021,,,read,,,,1,0,"2021-09-22,2021-09-23",Romance|155;Young Adult|113;Contemporary|78;Ya|62;2021 Releases|48;Enemies To Lovers|47;Ya Romance|28;Ya Contemporary|23;Music|17;Contemporary Romance|15;Fiction|14;Academic Rivals To Lovers|13;2021 Reads|13;Rivals To Lovers|12;Standalone|12;Read In 2021|11;Jewish Rep|11;Read In 2022|10,2177
58026411,Girl Sex 101,Allison Moon,"Moon, Allison","kd diamond, Tina Horn, Julia Serano, Reid Mihalko, Sunny Megatron, Sex Nerd Sandra, Dirty Lola, Tobi Hill-Meyer, Jiz Lee, Nina Hartley, Claudia Astorino, Megan Andelloux, Jimanekia Eborn, Carol Queen, Ignacio Rivera, Sophia St. James",,9780983830900,0,4.52,Lunatic Ink,Paperback,388,2018,2015,,20/09/2021,to-read,to-read (#237),to-read,,,,0,0,,Non Fiction|51;Nonfiction|46;Sexuality|43;Sex|38;Queer|30;Feminism|30;Lgbt|23;Lgbtq|20;Lgbtqia|12;Sex Ed|11,588
56898297,Greedy: Notes from a Bisexual Who Wants Too Much,Jen Winston,"Winston, Jen",,1982179171,9781982179175,0,4.01,Atria Books,Paperback,336,2021,2021,,20/09/2021,to-read,to-read (#236),to-read,,,,0,0,,Non Fiction|165;Nonfiction|128;Lgbtq|117;Queer|106;Memoir|85;Essays|63;Lgbt|58;Lgbtqia|55;Memoirs|45;Feminism|26;Wishlist|23;Sexuality|21;Read In 2022|19;Audiobooks|17;2022 Reads|15;Biography Memoir|12;2021 Releases|12;Non Fic|10;Giveaways|10,4024
53338683,The Castle School (for Troubled Girls),Alyssa B. Sheinmel,"Sheinmel, Alyssa B.",,172822098X,9781728220987,0,3.9,Sourcebooks Fire,Hardcover,400,2021,2021,,20/09/2021,to-read,to-read (#235),to-read,,,,0,0,,Young Adult|140;Mystery|109;Ya|104;Contemporary|98;2021 Releases|83;Mental Health|51;Fiction|46;Thriller|31;Boarding School|30;Mystery Thriller|27;Dark Academia|25;Romance|21;Physical Tbr|20;Arcs|19;Want To Buy|14;Read In 2021|13;2021 Reads|13;Arc|13;Ya Contemporary|13;Thriller Mystery|13,2452
23594461,"The King's Men (All for the Game, #3)",Nora Sakavic,"Sakavic, Nora",,,,4,4.58,,ebook,556,2014,2014,,17/09/2021,,,read,,,,1,0,"2021-09-16,2021-09-17",Lgbt|873;Lgbtq|737;Contemporary|716;Young Adult|485;Sports|467;Romance|367;Ya|319;M M|252;Queer|237;New Adult|237;Fiction|230;Lgbtqia|225;Series|214;5 Stars|198;Mm|155;Favs|148;Found Family|147;Faves|141;All Time Favorites|132;Enemies To Lovers|113,50230
18187013,"The Raven King (All for the Game, #2)",Nora Sakavic,"Sakavic, Nora",,,9781301824298,4,4.38,Smashwords Edition,ebook,423,2013,2013,,16/09/2021,,,read,,,,1,0,"2021-09-15,2021-09-16",Lgbt|727;Contemporary|705;Lgbtq|645;Young Adult|545;Sports|467;Ya|338;Fiction|238;Queer|232;New Adult|230;Lgbtqia|224;Romance|219;Series|212;M M|208;5 Stars|136;Found Family|132;Mm|127;Ebooks|106;Read In 2016|102;Reread|102;All Time Favorites|99,51732
17259690,"The Foxhole Court (All for the Game, #1)",Nora Sakavic,"Sakavic, Nora",,,9781301529049,4,4.02,Nora Sakavic,ebook,237,2013,2013,,15/09/2021,,,read,,,,1,0,"2021-09-15,2021-09-15",Contemporary|1207;Lgbt|1059;Lgbtq|947;Young Adult|864;Sports|626;Ya|591;Romance|449;Fiction|422;Series|376;Lgbtqia|371;Queer|368;New Adult|307;M M|307;Mm|196;Found Family|185;Ebooks|164;Reread|124;Gay|124;Wishlist|121;Mlm|119,65486
56269205,"Empire of the Vampire (Empire of the Vampire, #1)",Jay Kristoff,"Kristoff, Jay",Bon Orthwick,1250245281,9781250245281,0,4.39,St. Martin's Press,Hardcover,739,2021,2021,,14/09/2021,to-read,to-read (#234),to-read,,,,0,0,,Fantasy|2590;Physical Tbr|660;Vampires|559;Horror|519;2021 Releases|388;Adult|337;Paranormal|295;Fiction|249;Wishlist|231;Series|205;Owned Tbr|196;Vampire|189;Sub|142;Illumicrate|139;Owned Books|129;Adult Fantasy|123;Read In 2021|104;Dark|95;Dark Fantasy|92;High Fantasy|87,30083
36199084,"The Kiss Quotient (The Kiss Quotient, #1)",Helen Hoang,"Hoang, Helen",,,,4,3.93,Berkley,Kindle Edition,323,2018,2018,,06/09/2021,,,read,,,,1,0,"2021-09-05,2021-09-06",Romance|13061;Contemporary|3209;Fiction|2354;Contemporary Romance|1594;Adult|1427;Audiobooks|1070;Chick Lit|1067;Physical Tbr|873;Series|631;Fake Dating|613;Read In 2018|508;Read In 2019|487;Audio|475;2022 Reads|458;2021 Reads|432;Adult Fiction|429;Wishlist|395;Botm|377;New Adult|375;Rom Com|370,368622
43520622,Not So Pure and Simple,Lamar Giles,"Giles, Lamar",,006234921X,9780062349217,0,4.07,Quill Tree Books,ebook,416,2020,2020,,01/09/2021,to-read,to-read (#233),to-read,,,,0,0,,Young Adult|304;Ya|242;Contemporary|172;Romance|104;Fiction|88;Realistic Fiction|85;2020 Releases|68;Feminism|39;Audiobooks|35;Ya Contemporary|34;Realistic|33;Teen|32;Religion|30;Black Authors|30;Read In 2020|28;Friendship|27;Coming Of Age|26;Lgbtq|22;2020 Reads|22;Poc|21,3436
39988431,"The Kingdom of Copper (The Daevabad Trilogy, #2)",S.A. Chakraborty,"Chakraborty, S.A.",,0008239444,9780008239442,4,4.4,Voyager GB,Hardcover,625,2019,2019,,29/08/2021,,,read,,,,1,0,"2021-08-23,2021-08-29",Fantasy|3674;Fiction|496;Physical Tbr|321;Historical Fiction|274;Series|264;Adult|253;Audiobooks|201;Magic|199;Young Adult|177;Mythology|171;Historical|144;Romance|120;Wishlist|119;2019 Releases|118;Read In 2020|110;Owned Tbr|110;Adult Fantasy|106;High Fantasy|105;Owned Books|102;Audio|100,51600
26174865,I Call Myself A Feminist: The View from Twenty-Five Women Under Thirty,Victoria Pepe,"Pepe, Victoria","Rachel Holmes, Amy Annette, Martha Mosse, Alice Stride",0349006555,9780349006550,0,3.92,Virago,Paperback,269,2017,2015,,26/08/2021,to-read,to-read (#232),to-read,,,,0,0,,Non Fiction|194;Feminism|162;Nonfiction|38;Feminist|26;Essays|21;Wishlist|16,1187
32718027,"The City of Brass (The Daevabad Trilogy, #1)",S.A. Chakraborty,"Chakraborty, S.A.",,0062678108,9780062678102,4,4.15,Harper Voyager,Hardcover,544,2017,2017,,28/01/2019,,,read,,,,1,0,"2021-08-19,2021-08-23",Fantasy|9704;Fiction|1307;Historical Fiction|988;Physical Tbr|861;Young Adult|849;Series|736;Adult|539;Ya|516;Wishlist|468;Historical|461;Magic|454;Mythology|434;Romance|411;Audiobooks|382;Owned Tbr|310;Adult Fantasy|265;Ya Fantasy|255;Sci Fi Fantasy|228;Owned Books|220;High Fantasy|214,92599
6068551,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,"Stiefvater, Maggie",,0545123267,9780545123266,0,3.76,Scholastic Press,Hardcover,392,2009,2009,,22/08/2021,to-read,to-read (#231),to-read,,,,0,0,,Young Adult|6676;Fantasy|5895;Ya|3508;Romance|3382;Paranormal|2708;Werewolves|1709;Series|1497;Fiction|1135;Paranormal Romance|857;Supernatural|801;Urban Fantasy|732;Teen|467;Ya Fantasy|437;Owned Books|406;Wishlist|393;Audiobooks|350;Werewolf|331;My Books|321;Maggie Stiefvater|314;Wolves|313,468619
33386064,The Hoodie Girl,Yuen Wright,"Wright, Yuen",,,,3,3.87,,ebook,,,2021,17/08/2021,17/08/2021,,,read,,,,1,0,"2021-08-16,2021-08-17",Wattpad|104;Romance|82;Young Adult|38;Contemporary|31;Ya|21;Wattpad Books|15;Physical Tbr|13,3693
35960814,The Accidental Bad Girl,Maxine Kaplan,"Kaplan, Maxine",Julia Knippen,141972858X,9781419728587,4,3.63,Harry N. Abrams,Hardcover,377,2018,2018,,04/08/2021,,,read,,,,1,0,"2021-08-02,2021-08-04",Ya|38;Young Adult|37;Contemporary|29;Mystery|17;2018 Releases|17;Fiction|10;Realistic Fiction|10,638
22328546,"Red Queen (Red Queen, #1)",Victoria Aveyard,"Aveyard, Victoria",,,,4,4.02,HarperTeen,Hardcover,388,2015,2015,01/08/2021,10/06/2018,,,read,,,,1,0,"2021-07-30,2021-08-01",Fantasy|17044;Young Adult|8142;Ya|4728;Dystopian|3618;Romance|3014;Dystopia|2595;Series|2254;Physical Tbr|2185;Fiction|2075;Ya Fantasy|1312;Owned Books|1061;Magic|930;Audiobooks|867;Science Fiction|819;Read In 2015|753;Sci Fi|743;Red Queen|696;Wishlist|679;My Books|671;Bookshelf|551,883702
50266871,Hani and Ishu's Guide to Fake Dating,Adiba Jaigirdar,"Jaigirdar, Adiba",,,,4,4.14,Page Street Kids,Kindle Edition,352,2021,2021,,27/07/2021,,,read,,,,1,0,"2021-07-27,2021-07-28",Romance|1358;Lgbtq|1092;Young Adult|706;Contemporary|700;Lgbt|649;Sapphic|636;Queer|549;Ya|540;Lgbtqia|422;Wlw|401;2021 Releases|377;Fiction|239;Fake Dating|225;Physical Tbr|221;Wishlist|137;Read In 2021|126;2021 Reads|125;Gay|102;Ya Contemporary|93;Queer Books|85,25007
45892228,"Crave (Crave, #1)",Tracy Wolff,"Wolff, Tracy",,1640638954,9781640638952,4,3.82,Entangled: Teen,Hardcover,592,2020,2020,,20/07/2021,,,read,,,,1,0,"2021-07-21,2021-07-23",Fantasy|2182;Romance|1004;Young Adult|806;Physical Tbr|626;Paranormal|573;Vampires|514;Ya|512;Series|332;Wishlist|251;Vampire|243;Fiction|232;Audiobooks|217;Ya Fantasy|187;Paranormal Romance|184;Kindle Unlimited|173;Sub|162;Supernatural|154;2022 Reads|150;Read In 2022|137;Booktok|132,125990
57366810,The Savage and the Swan,Ella Fields,"Fields, Ella",,,9798523338199,0,3.78,Independently Published,Paperback,348,2021,2021,,21/07/2021,to-read,to-read (#230),to-read,,,,0,0,,Fantasy|560;Romance|224;Kindle Unlimited|222;Enemies To Lovers|177;Fantasy Romance|129;Fae|94;Paranormal|82;New Adult|61;Standalone|53;Retellings|51;Ku|48;Paranormal Romance|42;Magic|41;Adult|38;Shifters|34;Stand Alone|31;Spicy|30;2021 Reads|30;Fated Mates|29;Retelling|28,12981
57942916,"The Visibility Trap: Sexism, Surveillance & Social Media",Mary McGill,"McGill, Mary",,,9781848408012,0,3.97,New Island,Paperback,256,2021,2021,,08/07/2021,to-read,to-read (#229),to-read,,,,0,0,,,39
41150487,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,,,4,4.13,St. Martin's Griffin,Paperback,448,2019,2019,,07/07/2021,,,read,,,,1,0,"2021-07-04,2021-07-07",Romance|14328;Lgbtq|5991;Contemporary|4516;Lgbt|4486;Fiction|3578;Queer|2363;Lgbtqia|2048;Physical Tbr|1949;Young Adult|1896;New Adult|1638;Enemies To Lovers|1553;Ya|1345;Audiobooks|1175;Adult|1028;Contemporary Romance|988;Read In 2020|966;RomancÃ©|956;Read In 2019|890;5 Stars|877;Read In 2021|855,693073
25181955,"Spellslinger (Spellslinger, #1)",Sebastien de Castell,"Castell, Sebastien de",,1785761315,9781785761317,0,4.02,Hot Key Books,Hardcover,416,2017,2017,,30/06/2021,"to-read, read-blurb","to-read (#228), read-blurb (#5)",to-read,,,,0,0,,Fantasy|1511;Young Adult|427;Ya|236;Magic|143;Fiction|125;Series|111;Physical Tbr|109;Ya Fantasy|103;Wishlist|89;Owned Tbr|84;Audiobooks|67;Owned Books|64;High Fantasy|52;2017 Releases|37;Adventure|36;Read In 2019|35;Read In 2018|31;4 Stars|30;Audio|28;I Own|27,15688
43900612,Cinderella Is Dead,Kalynn  Bayron,"Bayron, Kalynn",,1547603887,9781547603886,0,3.71,Bloomsbury YA,ebook,400,2020,2020,,26/06/2021,to-read,to-read (#227),to-read,,,,0,0,,Fantasy|2908;Young Adult|1245;Lgbtq|1226;Ya|840;Lgbt|808;Physical Tbr|747;Retellings|706;Romance|699;Sapphic|613;Queer|554;Lgbtqia|490;Fiction|396;Retelling|383;Wlw|349;2020 Releases|293;Wishlist|255;Ya Fantasy|240;Fairy Tales|178;Dystopian|165;Standalone|153,58802
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado PÃ©rez,"PÃ©rez, Caroline Criado",,1419729071,9781419729072,0,4.36,Abrams Press,Hardcover,318,2019,2019,,26/06/2021,to-read,to-read (#226),to-read,,,,0,0,,Non Fiction|6247;Feminism|2900;Nonfiction|2577;Science|1037;Audiobooks|569;Politics|466;Feminist|394;Women|342;Sociology|342;Wishlist|300;Book Club|270;Gender|241;Audio|233;Physical Tbr|231;Social Justice|199;Business|194;Read In 2020|152;Audible|147;Non Fic|136;Data|132,89277
24934065,"Rebel of the Sands (Rebel of the Sands, #1)",Alwyn Hamilton,"Hamilton, Alwyn",,0698410424,9780698410428,4,3.96,Viking Books for Young Readers,ebook,314,2016,2016,,25/06/2021,,,read,,,,1,0,"2021-06-24,2021-06-25",Fantasy|4598;Young Adult|1985;Ya|1109;Romance|748;Series|451;Magic|438;Fiction|417;Ya Fantasy|408;Adventure|318;Wishlist|238;Read In 2016|201;Owned Books|188;Physical Tbr|185;High Fantasy|179;Mythology|169;2016 Releases|162;Read In 2017|118;Read 2016|97;My Books|92;Audiobooks|89,59618
35796008,"Dance of Thieves (Dance of Thieves, #1)",Mary E. Pearson,"Pearson, Mary E.",,1250159016,9781250159014,4,4.2,Henry Holt and Co. (BYR),Hardcover,512,2018,2018,,19/08/2018,,,read,,,,1,0,"2021-06-03,2021-06-04",Fantasy|5337;Physical Tbr|2332;Romance|1174;Young Adult|1102;Ya|803;Enemies To Lovers|782;Ya Fantasy|474;Wishlist|415;Fiction|385;Series|334;Want To Buy|313;Booktok|283;SÃ©ries|271;Fantasy Tbr|245;Fantasy Romance|218;Kindle Unlimited|214;Owned Books|207;Owned Tbr|204;On My Shelf|187;2022 Reads|186,90237
54513688,"Realm Breaker (Realm Breaker, #1)",Victoria Aveyard,"Aveyard, Victoria",,,,0,3.64,Orion Publishing,Kindle Edition,576,2021,2021,,31/05/2021,to-read,to-read (#225),to-read,,,,0,0,,Fantasy|2136;Physical Tbr|1360;Young Adult|589;Ya|326;2021 Releases|302;Ya Fantasy|259;Series|258;Owned Tbr|194;Wishlist|189;Fiction|171;Owned Books|144;High Fantasy|141;Bookshelf|115;2021 Reads|95;Adventure|93;My Library|92;On My Shelf|92;Fantasy Tbr|92;My Books|92;Want To Buy|90,24765
55152533,The Yearbook,Holly Bourne,"Bourne, Holly",,,9781474966825,0,4.22,Usborne Publishing,Paperback,448,2021,2021,,31/05/2021,to-read,to-read (#224),to-read,,,,0,0,,Young Adult|92;Contemporary|87;Ya|62;Romance|59;Physical Tbr|47;2021 Releases|28;Fiction|21;Mental Health|18;Sub|14;Read In 2021|14;High School|12;Read In 2022|11;Wishlist|11;Standalone|11;Read 2022|10;Ya Romance|10;Owned Books|10;Read 2021|10;Want To Buy|10,3774
49047293,Enemies,Tijan,"Tijan, Tijan",,,,4,4.02,,Kindle Edition,370,2019,2019,,30/05/2021,,,read,,,,1,0,"2021-05-29,2021-05-30",Romance|761;Enemies To Lovers|630;Sports|539;Sports Romance|532;New Adult|341;College|308;Kindle Unlimited|295;Contemporary|245;Contemporary Romance|163;College Romance|124;Sport|92;Football|87;Sport Romance|83;Standalone|80;Tijan|76;Ku|73;Friends To Lovers|64;Read In 2020|58;Angst|57;Second Chance|54,44840
53462579,"Wicked Deal (Shadow Guild: The Rebel, #2)",Linsey Hall,"Hall, Linsey",,,,4,4.22,Bonnie Doon Press ,Kindle Edition,264,2020,2020,,27/05/2021,,,read,,,,1,0,"2021-05-27,2021-05-27",Fantasy|62;Urban Fantasy|42;Paranormal|32;Kindle Unlimited|32;Vampires|28;Romance|24;Magic|19;Paranormal Romance|12;Vampire|12;Series|11;Linsey Hall|10;Shifters|10;Supernatural|10,4921
53285355,Once Bitten (Shadow Guild: The Rebel #1),Linsey Hall,"Hall, Linsey",,,,4,4,,Kindle Edition,302,2020,2020,,26/05/2021,,,read,,,,2,0,"2021-05-26,2021-05-27",Fantasy|138;Urban Fantasy|109;Paranormal|102;Kindle Unlimited|89;Vampires|85;Romance|56;Paranormal Romance|38;Magic|37;Vampire|31;Series|27;Supernatural|21;Shifters|18;Ku|18;Witches|16;Mystery|14;Linsey Hall|13;Read 2020|12;Adult|11;New Adult|11;Fiction|10,8436
