Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,read_dates,genres,n_ratings
17231976,"Damaged (Damaged, #1)",H.M. Ward,"Ward, H.M.",,061579615X,9780615796154,3,3.92,Laree Bailey Press,Paperback,341,2013,2013,,26/05/2021,,,read,,,,1,0,"2021-05-24,2021-05-26",Romance|454;New Adult|309;Series|173;Contemporary|120;Contemporary Romance|111;Teacher Student|96;College|86;Student Teacher|70;Read In 2013|61;Abuse|56;H M Ward|53;Adult|47;Forbidden Love|43;Erotica|42;Read 2013|42;College Romance|42;Ebooks|34;Hm Ward|32;Cliffhanger|29;Fiction|27,30932
49471138,The Girls I've Been,Tess Sharpe,"Sharpe, Tess",,0593111095,9780593111093,0,4.11,G.P. Putnam's Sons Books for Young Readers,Hardcover,336,2021,2021,,07/05/2021,to-read,to-read (#223),to-read,,,,0,0,,Young Adult|881;Ya|659;Lgbtq|652;Thriller|633;Contemporary|494;Mystery|455;Lgbt|367;Sapphic|343;2021 Releases|333;Physical Tbr|323;Fiction|304;Queer|299;Lgbtqia|256;Mystery Thriller|236;Wlw|174;Romance|164;Wishlist|138;Read In 2021|130;Audiobooks|122;Read In 2022|93,30685
30238163,"Ace of Shades (The Shadow Game, #1)",Amanda Foody,"Foody, Amanda",,1335692290,9781335692290,4,3.86,Harlequin Teen,Hardcover,411,2018,2018,,08/11/2020,,,read,,,,1,0,"2021-04-30,2021-05-02",Fantasy|1759;Young Adult|673;Ya|409;Owlcrate|275;Series|255;Ya Fantasy|232;2018 Releases|200;Romance|193;Physical Tbr|175;Lgbtq|170;Fiction|137;Lgbt|126;Mystery|123;Wishlist|116;Audiobooks|105;Read In 2018|104;Owned Books|80;Magic|79;High Fantasy|75;Owned Tbr|71,17490
33643994,"Daughter of the Pirate King (Daughter of the Pirate King, #1)",Tricia Levenseller,"Levenseller, Tricia",,1250095964,9781250095961,0,4,Feiwel  and Friends,Hardcover,311,2017,2017,,01/05/2021,to-read,to-read (#222),to-read,,,,0,0,,Fantasy|5786;Young Adult|2003;Romance|1511;Ya|1235;Pirates|1024;Physical Tbr|885;Enemies To Lovers|837;Ya Fantasy|573;Series|548;Adventure|484;Fiction|466;Wishlist|397;Owlcrate|273;Audiobooks|257;Want To Buy|254;Owned Books|248;Booktok|243;Historical Fiction|232;2021 Reads|214;2022 Reads|204,147261
31050237,"A â€‹Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,"Maas, Sarah J.",,1526602318,9781526602312,4,4.43,Bloomsbury Publishing,Hardcover,757,2021,2021,,23/08/2020,,,read,,,,0,0,"2021-02-25,2021-02-28",Fantasy|10565;Romance|3383;Physical Tbr|1714;New Adult|1041;2021 Reads|1026;Series|992;Read In 2021|991;Fae|932;Fiction|915;Fantasy Romance|771;Sarah J Maas|734;2022 Reads|714;Read 2021|709;Adult|696;Young Adult|601;Enemies To Lovers|581;Magic|515;2021 Releases|495;Read In 2022|493;Acotar|485,496491
15811405,"The Iron Traitor (The Iron Fey: Call of the Forgotten, #2)",Julie Kagawa,"Kagawa, Julie",,,,0,4.1,Harlequin Teen,ebook,304,2013,2013,,29/04/2021,currently-reading,currently-reading (#15),currently-reading,,,,1,0,,Fantasy|667;Young Adult|431;Ya|190;Romance|172;Fae|144;Paranormal|131;Series|123;Faeries|117;Magic|99;Julie Kagawa|97;Fairies|96;Wishlist|67;Fiction|65;Iron Fey|62;Fey|58;The Iron Fey|58;Urban Fantasy|56;Arc|56;Adventure|49;Ya Fantasy|43,14843
24920901,"The Deal (Off-Campus, #1)",Elle Kennedy,"Kennedy, Elle",,,,3,4.26,Elle Kennedy Inc.,Kindle Edition,342,2015,2015,29/04/2021,27/04/2021,,,read,,,,1,0,"2021-04-28,2021-04-29",Romance|8384;New Adult|3364;Sports Romance|2156;Contemporary|2094;Sports|1963;College|1461;Contemporary Romance|1277;Friends To Lovers|1000;Series|937;Fake Dating|847;College Romance|734;5 Stars|723;Physical Tbr|691;Hockey|579;Favs|548;2022 Reads|540;2021 Reads|532;Fiction|483;Enemies To Lovers|425;Read In 2021|395,517665
12614410,"The Lost Prince (The Iron Fey: Call of the Forgotten, #1)",Julie Kagawa,"Kagawa, Julie",,0373210574,9780373210572,4,4.03,Harlequin Teen,Paperback,377,2012,2012,,26/04/2021,,,read,,,,1,0,"2021-04-26,2021-04-27",Fantasy|1082;Young Adult|752;Ya|328;Romance|299;Paranormal|258;Fae|236;Faeries|216;Series|193;Magic|157;Fairies|156;Urban Fantasy|117;Julie Kagawa|114;Fiction|102;Wishlist|98;Fey|89;Adventure|86;Iron Fey|82;Ya Fantasy|75;Paranormal Romance|70;Arc|69,27317
35702241,"The Shadows Between Us (The Shadows Between Us, #1)",Tricia Levenseller,"Levenseller, Tricia",,1250189969,9781250189967,0,3.87,Feiwel and Friends,Hardcover,326,2020,2020,,26/04/2021,to-read,to-read (#221),to-read,,,,0,0,,Fantasy|5991;Romance|2154;Young Adult|1478;Ya|947;Enemies To Lovers|870;Ya Fantasy|582;Physical Tbr|501;Wishlist|411;2020 Releases|409;Fantasy Romance|391;Fiction|371;Booktok|275;Read In 2020|260;Magic|258;Want To Buy|255;Standalone|246;Audiobooks|217;2021 Reads|216;Stand Alone|215;High Fantasy|215,144375
44054122,"Imagine Me (Shatter Me, #6)",Tahereh Mafi,"Mafi, Tahereh",,006267644X,9780062676443,0,3.98,HarperCollins,ebook,480,2020,2020,,20/04/2021,currently-reading,currently-reading (#14),currently-reading,,,,1,0,,Fantasy|1156;Physical Tbr|1061;Dystopian|955;Young Adult|669;Romance|604;Shatter Me|562;Dystopia|388;Shatter Me Series|343;Ya|321;Series|300;Wishlist|219;Want To Buy|216;Sci Fi|203;2022 Reads|180;Science Fiction|176;Fiction|161;Read In 2020|152;SÃ©ries|144;2020 Releases|142;Need To Buy|138,101234
34992959,"Defy Me (Shatter Me, #5)",Tahereh Mafi,"Mafi, Tahereh",,0062676393,9780062676399,4,4.29,HarperTeen,Hardcover,357,2019,2019,,12/04/2021,,,read,,,,1,0,"2021-04-12,2021-04-12",Fantasy|1345;Physical Tbr|1217;Dystopian|1163;Young Adult|886;Romance|757;Shatter Me|566;Dystopia|502;Ya|427;Shatter Me Series|355;Series|343;Sci Fi|238;Science Fiction|214;2022 Reads|204;Wishlist|201;Want To Buy|200;Fiction|192;Owned Books|171;Read In 2019|167;5 Stars|164;Books I Have|151,127587
34992929,"Restore Me (Shatter Me, #4)",Tahereh Mafi,"Mafi, Tahereh",,0062676369,9780062676368,4,4.18,HarperCollins,Hardcover,435,2018,2018,,12/04/2021,,,read,,,,1,0,"2021-04-12,2021-04-12",Fantasy|1646;Dystopian|1453;Physical Tbr|1290;Young Adult|1134;Romance|987;Dystopia|659;Ya|611;Shatter Me|601;Series|579;Shatter Me Series|372;Sci Fi|312;Science Fiction|291;Fiction|259;Wishlist|249;2022 Reads|235;Owned Books|232;Read In 2018|210;Want To Buy|196;New Adult|189;Books I Have|173,155993
13188676,"Ignite Me (Shatter Me, #3)",Tahereh Mafi,"Mafi, Tahereh",,,,4,4.47,HarperCollins ,Kindle Edition,421,2014,2014,,11/04/2021,,,read,,,,1,0,"2021-04-11,2021-04-11",Dystopian|3067;Fantasy|2828;Young Adult|2745;Romance|2183;Dystopia|1673;Ya|1410;Physical Tbr|1268;Series|795;Shatter Me|729;Science Fiction|620;Sci Fi|618;5 Stars|580;Favs|538;Fiction|515;Enemies To Lovers|497;Paranormal|481;Owned Books|474;Shatter Me Series|422;Read In 2014|393;Wishlist|346,320291
13104080,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,"Mafi, Tahereh",,0062085530,9780062085535,4,4.18,HarperCollins ,Hardcover,461,2013,2013,,11/04/2021,,,read,,,,1,0,"2021-04-11,2021-04-11",Dystopian|3465;Young Adult|3197;Fantasy|3123;Romance|2357;Dystopia|1955;Ya|1621;Physical Tbr|1506;Series|1109;Shatter Me|765;Science Fiction|714;Sci Fi|706;Paranormal|587;Fiction|568;Owned Books|530;Enemies To Lovers|525;Shatter Me Series|426;Wishlist|357;Love Triangle|353;5 Stars|350;2022 Reads|338,374699
57039539,Temper the Flame,Jade  Church,"Church, Jade",,,9781909678170,0,3.25,Jade Church,ebook,,2021,2021,,09/04/2021,to-read,to-read (#220),to-read,,,,0,0,,Fantasy|22;Romance|10,166
30264,"Dead Witch Walking (The Hollows, #1)",Kim Harrison,"Harrison, Kim",,0060572965,9780060572969,0,4.03,HarperTorch,Mass Market Paperback,416,2004,2004,,09/04/2021,to-read,to-read (#219),to-read,,,,0,0,,Urban Fantasy|3239;Fantasy|2359;Paranormal|1556;Vampires|1065;Witches|686;Magic|574;Fiction|533;Series|479;Kim Harrison|425;Supernatural|383;Paranormal Romance|346;Romance|336;Vampire|310;Demons|299;The Hollows|231;Adult|218;Mystery|210;Fae|148;Audiobooks|128;Horror|123,122567
50892212,"These Violent Delights (These Violent Delights, #1)",Chloe Gong,"Gong, Chloe",,1534457690,9781534457690,0,3.92,Margaret K. McElderry Books,Hardcover,449,2020,2020,,05/04/2021,to-read,to-read (#218),to-read,,,,0,0,,Fantasy|5420;Physical Tbr|2553;Historical Fiction|2115;Romance|2047;Young Adult|2031;Ya|1336;Retellings|1210;Enemies To Lovers|1012;Historical|830;Fiction|738;Series|698;Retelling|658;Ya Fantasy|543;Wishlist|522;Mystery|458;2020 Releases|453;2021 Reads|446;Owned Tbr|361;Read In 2021|345;Owned Books|343,111523
17699855,"Chain of Iron (The Last Hours, #2)",Cassandra Clare,"Clare, Cassandra",,140635810X,9781406358100,4,4.46,Walker Books,Hardcover,591,2021,2021,,22/05/2017,,,read,,,,1,0,"2021-03-29,2021-04-01",Physical Tbr|200;Wishlist|198;Fantasy|193;Owned Books|177;Fiction|156;Lgbtq|148;Owned Tbr|127;5 Stars|117;Shadowhunter Chronicles|100;Want To Buy|99;Bookshelf|98;The Last Hours|95;Sub|84;On My Shelf|82;Need To Buy|79;2023 Tbr|78;My Library|77;Favs|77;My Bookshelf|75;Lgbtqia|70,60519
49204960,Perfect on Paper,Sophie Gonzales,"Gonzales, Sophie",,1250769787,9781250769787,4,4.04,Wednesday Books,Hardcover,304,2021,2021,,21/03/2021,,,read,,,,1,0,"2021-03-22,2021-03-22",Romance|1214;Young Adult|883;Lgbtq|850;Contemporary|783;Ya|604;Lgbt|504;Queer|399;2021 Releases|370;Lgbtqia|356;Sapphic|260;Fiction|221;Physical Tbr|173;Wishlist|142;Read In 2021|130;Audiobooks|128;Wlw|124;2021 Reads|115;Ya Contemporary|113;Ya Romance|94;Contemporary Romance|93,26059
40304179,"The Archer at Dawn (The Tiger at Midnight Trilogy, #2)",Swati Teerdhala,"Teerdhala, Swati",,,,4,3.91,Katherine Tegen Books,Hardcover,449,2020,2020,,03/02/2021,,,read,,,,1,0,"2021-03-15,2021-03-15",Fantasy|152;Young Adult|58;2020 Releases|36;Romance|29;Ya|27;Series|27;Ya Fantasy|24;Physical Tbr|21;Mythology|15;Wishlist|14;Fiction|12,1223
42406067,Freaking Romance,NOT A BOOK,"BOOK, NOT A",,,,5,4.28,Line Webtoons,,,2018,,28/12/2020,02/02/2020,,,read,,,,1,0,"2020-02-02,2020-12-28",Webtoon|253;Webtoons|208;Romance|116;Fantasy|60;Webcomics|48;Comics|42;Manga|42;Graphic Novels|37;Webcomic|33;Paranormal|18;Graphic Novel|18;Young Adult|17;Manhwa|16;Read In 2021|15;Science Fiction|14;Fiction|13;Comic|13;Contemporary|13;Lgbtq|11;Read In 2020|11,5247
42359655,Girl Upside Down,Nicole  Williams,"Williams, Nicole",,0553498851,9780553498851,0,3.7,Crown Books for Young Readers,Paperback,224,2019,2019,,10/03/2021,to-read,to-read (#217),to-read,,,,0,0,,,140
56980403,Vespertine,Margaret  Rogerson,"Rogerson, Margaret",,153447711X,9781534477117,0,4.14,Margaret K. McElderry Books,Hardcover,400,2021,2021,,10/03/2021,to-read,to-read (#216),to-read,,,,0,0,,Fantasy|1727;Young Adult|598;Physical Tbr|397;Ya|333;2021 Releases|313;Ya Fantasy|216;Paranormal|151;Wishlist|151;Fiction|133;Magic|131;Owned Tbr|110;Ghosts|89;High Fantasy|76;2022 Reads|76;Series|76;Owned Books|70;Audiobooks|68;Read In 2022|66;Pal|64;2021 Release|58,14514
40131370,Girls at the Edge of the World,Laura Brooke Robson,"Robson, Laura Brooke",,,,0,4.01,Dial Books,Kindle Edition,416,2021,2021,,05/03/2021,to-read,to-read (#215),to-read,,,,0,0,,Fantasy|285;Lgbtq|174;2021 Releases|165;Sapphic|133;Young Adult|110;Lgbt|102;Romance|89;Ya|74;Wlw|66;Queer|64;Lgbtqia|62;Sci Fi|38;Ya Fantasy|31;Wishlist|31;Fiction|28;Science Fiction|24;High Fantasy|23;2021 Release|21;Dystopian|18;Queer Books|16,876
53341666,"A Dark and Hollow Star (The Hollow Star Saga, #1)",Ashley Shuttleworth,"Shuttleworth, Ashley",,1534453679,9781534453678,0,3.82,Simon Pulse,Hardcover,512,2021,2021,,05/03/2021,to-read,to-read (#214),to-read,,,,0,0,,Fantasy|1199;Lgbtq|442;2021 Releases|415;Young Adult|376;Physical Tbr|324;Sapphic|314;Lgbt|311;Queer|234;Ya|208;Urban Fantasy|176;Lgbtqia|173;Ya Fantasy|148;Romance|147;Wlw|132;Fae|127;Series|126;Illumicrate|118;Owned Tbr|113;Wishlist|90;Fiction|89,5897
41831210,"Pestilence (The Four Horsemen, #1)",Laura Thalassa,"Thalassa, Laura",,,,0,3.91,Laura Thalassa,Kindle Edition,381,2018,2018,,24/02/2021,to-read,to-read (#213),to-read,,,,0,0,,Fantasy|2098;Romance|1839;Paranormal|866;Kindle Unlimited|836;New Adult|692;Enemies To Lovers|570;Paranormal Romance|507;Dystopian|416;Dystopia|399;Fantasy Romance|382;Series|247;Adult|246;Post Apocalyptic|229;Urban Fantasy|218;Fiction|189;Dark|166;Dark Romance|163;Ku|158;Slow Burn|150;Mythology|142,67962
30969741,An Enchantment of Ravens,Margaret  Rogerson,"Rogerson, Margaret",,1481497588,9781481497589,0,3.65,Margaret K. McElderry Books,Hardcover,304,2017,2017,,18/02/2021,to-read,to-read (#211),to-read,,,,0,0,,Fantasy|5850;Young Adult|2088;Romance|1458;Ya|1175;Fae|645;Ya Fantasy|608;Fiction|390;Physical Tbr|339;Magic|321;Wishlist|313;Standalone|306;Audiobooks|283;Stand Alone|255;Fantasy Romance|239;High Fantasy|229;RomÃ¡ncÃ©|220;Faeries|204;Enemies To Lovers|193;Owned Books|188;Standalones|177,80866
54800094,"The Mortal Blade (Magelands Eternal Siege, #1)",Christopher       Mitchell,"Mitchell, Christopher",,,,0,4.24,Brigdomin Books Ltd ,Kindle Edition,446,2020,2020,,11/02/2021,to-read,to-read (#210),to-read,,,,0,0,,Fantasy|111;Kindle Unlimited|26,1857
36679274,"Sword Catcher (Sword Catcher, #1)",Cassandra Clare,"Clare, Cassandra",,0525619992,9780525619994,0,4.05,Del Rey Books,Hardcover,576,2023,2023,,03/02/2021,to-read,to-read (#209),to-read,,,,0,0,,2023 Releases|340;Fantasy|290;To Be Released|69;Young Adult|66;Wishlist|50;Unreleased|49;Adult|47;2023 Tbr|43;2023 Release|42;Not Yet Released|40;Anticipated Releases|38;High Fantasy|38;Cassandra Clare|34;Upcoming|33;Coming Soon|32;Tbr Unreleased|30;Upcoming Releases|28;Ya Fantasy|27;2022 Releases|26;Romance|26,75
52123569,"Wings of Shadow (Crown of Feathers, #3)",Nicki Pau Preto,"Preto, Nicki Pau",,,,0,4.37,Margaret K. McElderry Books,Kindle Edition,704,2021,2021,,03/02/2021,to-read,to-read (#208),to-read,,,,0,0,,Fantasy|225;2021 Releases|86;Young Adult|78;Physical Tbr|39;Ya Fantasy|35;Ya|35;Series|35;Romance|32;Owlcrate|31;Owned Tbr|23;Wishlist|21;Need To Buy|19;Signed|18;Lgbtq|18;Lgbt|16;Fiction|16;Magic|13;2021 Release|13;Want To Buy|13;Adventure|13,2152
55285911,"A Deal with the Elf King (Married to Magic, #1)",Elise Kova,"Kova, Elise",,1949694283,9781949694284,0,3.75,Silver Wing Press,Paperback,317,2020,2020,,03/02/2021,to-read,to-read (#207),to-read,,,,0,0,,Fantasy|3020;Romance|1419;Kindle Unlimited|693;Fantasy Romance|467;Fae|443;Enemies To Lovers|355;Young Adult|306;Magic|253;New Adult|229;Retellings|215;Wishlist|187;Ya|170;Fiction|169;Physical Tbr|167;Paranormal|161;Series|160;Ku|144;2020 Releases|123;Read In 2021|122;Retelling|121,72272
53422971,"These Hollow Vows (These Hollow Vows, #1)",Lexi Ryan,"Ryan, Lexi",,,,0,4.05,HMH,Kindle Edition,448,2021,2021,,03/02/2021,to-read,to-read (#206),to-read,,,,0,0,,Fantasy|3104;Physical Tbr|878;Romance|851;Young Adult|680;Ya|446;Fae|412;Ya Fantasy|293;2021 Releases|289;Series|277;Fantasy Romance|257;Wishlist|234;Fairyloot|231;Fiction|181;2022 Reads|169;Owned Tbr|164;Magic|164;Enemies To Lovers|159;Love Triangle|143;Want To Buy|136;Fantasy Tbr|134,56845
52190991,"Any Way the Wind Blows (Simon Snow, #3)",Rainbow Rowell,"Rowell, Rainbow",,1250254337,9781250254337,0,4.15,Wednesday Books,Hardcover,579,2021,2021,,03/02/2021,to-read,to-read (#205),to-read,,,,0,0,,Fantasy|1973;Young Adult|951;Lgbtq|885;Ya|668;Romance|632;Lgbt|618;Queer|355;Lgbtqia|317;Fiction|287;Physical Tbr|249;Read In 2021|237;Series|223;Magic|221;2021 Releases|218;Audiobooks|186;Vampires|171;2021 Reads|163;Read 2021|155;Ya Fantasy|139;Urban Fantasy|137,45000
20618110,Solitaire,Alice Oseman,"Oseman, Alice",,,,4,3.91,Harper Collins Children's Books UK,Paperback,392,2014,2014,,26/01/2021,,,read,,,,1,0,"2021-01-26,2021-01-26",Contemporary|1110;Young Adult|1108;Ya|681;Physical Tbr|629;Romance|448;Lgbtq|419;Fiction|373;Mental Health|331;Lgbt|287;Queer|226;Wishlist|206;Read In 2022|197;Lgbtqia|187;Audiobooks|186;Mystery|185;Alice Oseman|183;2022 Reads|160;Owned Books|159;Read 2022|126;Ya Contemporary|110,71699
27264289,This Winter,Alice Oseman,"Oseman, Alice",,0008147884,9780008147884,4,4.12,HarperCollins Children's Books,ebook,120,2015,2015,,26/01/2021,,,read,,,,1,0,"2021-01-26,2021-01-26",Young Adult|585;Lgbtq|541;Contemporary|530;Romance|372;Lgbt|368;Ya|325;Queer|320;Lgbtqia|273;Read In 2022|209;Fiction|200;Mental Health|193;2022 Reads|167;Alice Oseman|160;Physical Tbr|156;Short Stories|142;Audiobooks|140;Read 2022|125;Wishlist|119;Christmas|117;Novella|116,50906
54319549,"A Kingdom of Flesh and Fire (Blood and Ash, #2)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,,,4,4.41,Blue Box Press,Kindle Edition,637,2020,2020,,24/01/2021,,,read,,,,1,0,"2021-01-22,2021-01-24",Fantasy|6179;Romance|2414;Fantasy Romance|682;New Adult|670;Enemies To Lovers|629;Series|564;Vampires|532;Physical Tbr|525;2021 Reads|491;Read In 2021|453;Paranormal|440;Fiction|381;Read 2021|327;Adult|320;2022 Reads|317;Spicy|298;Magic|289;5 Stars|279;Read 2022|266;Read In 2022|265,268066
40024121,"The Gilded Ones (The Gilded Ones, #1)",Namina Forna,"Forna, Namina",,,,0,4.02,Delacorte,Kindle Edition,432,2021,2020,,24/01/2021,to-read,to-read (#204),to-read,,,,0,0,,Fantasy|3621;Young Adult|1363;Ya|954;Physical Tbr|792;Fiction|580;2021 Releases|546;Series|355;Ya Fantasy|336;Owlcrate|267;Wishlist|252;Owned Tbr|219;Feminism|176;Read In 2021|169;2021 Reads|158;High Fantasy|149;Audiobooks|138;Black Authors|129;Owned Books|124;Magic|119;Fairyloot|115,38525
52861201,"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,1952457009,9781952457005,4,4.27,Blue Box Press,Paperback,613,2020,2020,,12/11/2020,,,read,,,,1,0,"2021-01-18,2021-01-22",Fantasy|11337;Romance|4359;Physical Tbr|1267;Series|1116;New Adult|1083;Fantasy Romance|1081;Enemies To Lovers|1050;Vampires|902;Fiction|840;Paranormal|826;Wishlist|706;Young Adult|648;Read In 2021|634;2021 Reads|621;Adult|516;Want To Buy|484;Booktok|466;Spicy|452;Ya|441;Read 2021|411,386847
42201395,"Sorcery of Thorns (Sorcery of Thorns, #1)",Margaret  Rogerson,"Rogerson, Margaret",,1481497618,9781481497619,4,4.08,Margaret K. McElderry Books,Hardcover,456,2019,2019,,19/03/2019,,,read,,,,1,0,"2021-01-16,2021-01-18",Fantasy|8460;Young Adult|2699;Ya|1620;Romance|1416;Physical Tbr|1047;Ya Fantasy|834;Magic|688;Fiction|620;Wishlist|507;2019 Releases|402;Enemies To Lovers|386;Standalone|372;Audiobooks|343;Read In 2019|335;Owlcrate|326;High Fantasy|316;Stand Alone|299;Owned Books|289;Owned Tbr|252;Read In 2020|236,109666
11870085,The Fault in Our Stars,John Green,"Green, John",,,,4,4.15,Dutton Books,Hardcover,313,2012,2012,11/10/2017,22/05/2017,,,read,"Warning! This contains spoilers, read AFTER you read the book.<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/>â€œThe Fault in Our Starsâ€ (TFIOS) was first published on the 10th of January in 2012. Since then it has won many awards such as The Goodreads Choice Award for Best Young Adult Fiction in 2012. It has 317 pages and is not in a series. For me this makes it all the better. A good author has to know when their story ends. This novel is set in Indiana in America and Amsterdam in Holland. <br/>TFIOS is a romance fiction novel. It focusses on two main characters, Hazel Grace Lancaster and Augustus, or Gus, Waters with appearances of Isaac, Gusâ€™ close friend and of course the famous Peter Van Houten. All of these characters play important roles in the plot. The other characters are fillers in my opinion. <br/>Iâ€™ve read some good and bad reviews of this book. Some say itâ€™s the romance is cheesy and the plot is predictable. But Iâ€™ve also read the ones written by fans. I personally liked this book. One of my favourite sayings is â€œDifferent people like different things.â€ Iâ€™ve been using this to settle disagreements for as long as I can remember. I believe the world would be boring with the same opinions. One of my favourite genre of books is romance especially when paired with fantasy. It doesnâ€™t matter how unrealistic it is to go to a strangerâ€™s house after making eye contact across a room and seeing each other for the first ever time. The love story is there and thatâ€™s enough for me. I usually donâ€™t like sad stories, or anything sad, so Iâ€™d avoid books like this. I didnâ€™t read it straight away. Because of my dislike of anything and everything sad I wasnâ€™t interested in reading it at all until the movie came out in 2014. As a good bibliophile I refused to see the movie before reading the book. I wanted to watch the movie so much I read the book. It was heart breaking but somehow worth it. I thought â€œMarley and Meâ€ would be the last. I would have read it one way or another if a movie didnâ€™t exist. It has such high views I would have for curiosity. â€œThe Fault in Our Starsâ€ is as close to a perfect tragedy as it is to rain two days together in Ireland. <br/>Love and tragedy are commonly put together. In a tragedy you have the build up to the high point when the protagonists of the story are falling in love. The climax would be when they fall in love. And then the drop, everything goes down. Romeo is banished and when Hazelâ€™s lifespan is catching up to her. Cancer for Hazel and Gus is the antagonist in this story. Itâ€™s a race for them to do as much as possible with each other before their time is up. I think this sets their relationship quite fast paced and passionate. Hazel is driven to go to Amsterdam and visit the author of her favourite book, Peter Van Houten. <br/>Van Houten plays a crucial part in this novel. Heâ€™s in a bad spot when Gus and Hazel arrive at his house. From the moment he answered the door he was a let-down. He slammed it in their facs and left them waiting on his doorstep. Then he proceeded to tell his assistant that they were â€œadolescent apparitionsâ€ at his door. Maybe he knew this but Gus and Hazel could hear his conversation through the door. After his assistant Lidewiji convinced him that they were planned to come they were let in and offered a seat and a cocktail. He drinks scotch and water while Hazel queries him about the novel. He doesnâ€™t have an answer and is consistently rude. Hazel canâ€™t stand it so she leaves with Gus following close behind. Gus teaches Van Houten about life and what it is to live. How much he loves it however short lived. He tells him to get his act together for Hazelâ€™s sake. This happens in the ending. He pulls himself together enough to attend Gusâ€™ funeral and pass on Gusâ€™ to Hazel. They mourn together. <br/>Everything together in the novel shows you so much. It has the old tragedy with a modern twist of cancer and the romance. There is no better ending to this book them is what is on the final page. Despite the sadness I gained a lot from this read. Although many of the things it outlines in life are obvious it does not mean they donâ€™t need to be heard. It reminds us of them and shows us an ending of a tale of people who lived by these obvious quotes.",TRUE,,1,1,"2017-10-11,2017-10-11",Young Adult|22806;Romance|14854;Fiction|12480;Ya|11427;Contemporary|7853;Realistic Fiction|2542;Book Club|2393;John Green|2217;Owned Books|2089;My Books|1778;Read In 2014|1687;Made Me Cry|1592;Teen|1339;Ya Fiction|1232;Coming Of Age|1172;Read In 2013|1126;Favorite Books|1075;Books|1072;5 Stars|1070;Novels|1065,4709212
